over,short_text,long_text
16.6,"Shami to Ingram, no run",whistles away from under the bat in the corridor! Fire from Shami. A yorker that Ingram wants to carve behind point but can't get bat on that
16.5,"Shami to Morris, OUT","oh boy this game is still alive! R Ashwin has knocked the stumps down at the non-striker's end and sent Morris back first ball! Hare-brained run that. Length just outside, punches straight to Ashwin at mid-off and takes off in a frenzy. Clean pick-up, good technique and he hits the stumps on the bounce. You don't even need third umpire for this, he's well short"
16.4,"Shami to Pant, OUT","but Shami is no pushover! Full, straight, knocks middle stump back! A hint of away swing too there, from a leg stump line. He wanted to cart this over square leg and completely missed"
16.3,"Shami to Pant, SIX runs","see ya! Only takes a few hits to get into the match, this guy. Been a bit of a struggle in the last two games, but he's begun nailing them. Offcutter on a length at off stump, makes room and clubs it over long-on"
16.2,"Shami to Ingram, 1 run","length at off stump, stays deep in the crease and pulls off the inside half to deep midwicket"
16.1,"Shami to Ingram, no run","short and just outside off, cut straight to backward point"
15.6,"Ashwin to Ingram, 1 run","length on off stump, pushed into the covers with soft hands"
15.5,"Ashwin to Pant, 1 run","length at the stumps, punched down to long-on"
15.4,"Ashwin to Pant, no run","length at leg stump, slow. Loses the bottom hand again as he heaves at this. Straight to short fine"
15.3,"Ashwin to Pant, no run",beaten. Loses his shape. This is tossed right above his eyeline and dips quickly outside off. Can't connect as he looks to go over extra cover
15.2,"Ashwin to Pant, SIX runs","over deep midwicket! Length ball at leg stump, steps down and a little down leg side. Allows it to skid on and arches his body as he pulls out an old-fashioned slog"
15.1,"Ashwin to Ingram, 1 run","round arm, length and in at leg stump. Stays deep in the crease and flicks to deep midwicket"
14.6,"Mujeeb to Pant, no run","short of a length just outside off, looks to cut hard again and narrowly escapes dragging this straight onto off stump. It hurries him and bounces up into the keeper's body from the pitch"
14.5,"Mujeeb to Pant, FOUR runs","short and wide outside off, looks to bludgeon this off the back foot, gets a thick outside edge past short third man"
14.4,"Mujeeb to Pant, no run","short and wide outside off, cut straight to point"
14.3,"Mujeeb to Ingram, 1 run",length and turning in at off. Allows it to come in and dabs it to backward point off the front foot
14.2,"Mujeeb to Ingram, SIX runs","pumps him over his head! Superb. Length ball just outside off. Looks like a regulation offbreak from the hand, but it skid straight on and that was in Ingram's favour. Got behind the line and lifted it with the bounce. First six of the innings"
14.1,"Mujeeb to Ingram, no run",length and skidding in at middle from outside off. Punched down the pitch on the front foot
13.6,"Ashwin to Ingram, 1 run","short of a length outside off, stays low as he pulls to deep midwicket"
13.5,"Ashwin to Ingram, FOUR runs","glorious. What a world class T20  batsman this guy is. Has a superb instinct for the poor ball and the field. Length outside off, just gets his weight into it and drives all along the turf, to long-off's right"
13.4,"Ashwin to Ingram, no run","length at off stump, pushed to Mandeep's right on the front foot. He nearly runs Pant out at the non-striker's end. Slides, picks up, throws on the bounce. And now Pant is injured, jamming his finger while diving"
13.3,"Ashwin to Pant, 1 run","googly outside off, stays on the back foot and clips it to deep midwicket"
13.2,"Ashwin to Pant, FOUR runs","one-handed back-hand through extra cover. Dropped short and wide and Pant wants to hit this so hard, he's lost grip on the bottom hand. Gets it wide of Mandeep, who leaps up and lands awkwardly on what looks like his right knee"
13.1,"Ashwin to Ingram, 1 run","length just outside off, gets on the back foot and punches to sweeper cover"
12.6,"Viljoen to Ingram, 1 run","length on off stump, shuffles and pokes to midwicket's left"
12.5,"Viljoen to Ingram, no run",given lbw! And he's reviewed it. No bat did that pitch in line? No it didn't! He'll survive as a result. Length ball. He walks across the stumps and looks to whip it behind square. Struck right in front of middle too. But a good call from him in the end
12.4,"Viljoen to Ingram, FOUR runs","shot! Two extremely good shots from Ingram, back to back. This time he gets four. Just no risk at all and he has six from two. This is length, pushed across him and he merely opens the face to lift it over point"
12.3,"Viljoen to Ingram, 2 runs",lovely fielding at sweeper cover! Ingram blazes a cut past point and Murugan with a sprint and a full length slide to get his right hand on this
12.2,"Viljoen to Ingram, no run","short of a length and pushed across off stump. Throws his hands at this to drive, gets it to extra cover off the toe-end"
12.1,"Viljoen to Pant, 1 run","short of a length across the corridor, pulled off the front foot, along the floor to deep midwicket"
11.6,"Ashwin to Ingram, 2 runs","googly at a length on middle stump, waits on it and drives to long-off's right. Pant spots an opportunity and calls for the second. Makes it back easily"
11.5,"Ashwin to Ingram, FOUR runs",scythes to the long leg boundary. Length ball pushed across him and he gets low and extends his arms to sweep uppishly
11.4,"Ashwin to Pant, 1 run","googly, short of a length outside off. Punched to sweeper cover off the back foot"
11.3,"Ashwin to Pant, no run","inside edge onto pad. Googly, dropped short and Pant wants to turn this behind square with a pull"
11.2,"Ashwin to Ingram, 1 run","misfield at extra cover. Length ball at off stump, tapped off the back foot to Mandeep who mistimes his pick up after getting low"
11.1,"Ashwin to Ingram, no run","length at off stump, looks to punch through the covers, gets a thick outside edge to point"
10.6,"Mujeeb to Ingram, 1 run","length ball, just outside off, and steered to cover point"
10.5,"Mujeeb to Ingram, no run","length ball, just outside off, and guided to cover point off the back foot. Terrific fielding from Mandeep Singh - diving to his right - to stop the single"
10.4,"Mujeeb to Ingram, FOUR runs","length ball, quick outside off, and he uses the pace to cut behind square. Thumped to the backward-point boundary"
10.3,"Mujeeb to Ingram, no run","appeal for lbw but not given! A quick ball, length on middle, and skidding into Ingram. Misses the leg-side flick, and the ball hits his pads. But Kings XI don't review, probably because Ingram got an inside-edge to it"
10.2,"Mujeeb to Pant, 1 run","full on middle, and Pant looks to sweep. Bat-pads the shot to short fine leg"
10.1,"Mujeeb to Ingram, 1 run","length ball, just outside off, and tapped to point for a quick run. Smart fielding from the fielder running in, but they can't stop the single"
9.6,"Ashwin to Ingram, 1 run","length ball, on off, and tapped down the ground to long on"
9.5,"Ashwin to S Dhawan, OUT","Ashwin wins the battle! Carrom ball on off, but the ball skids into Dhawan. He looks to cut, but the ball is too close to his body. Delivery clips his pads before Dhawan can get bat on it, and the umpire raises his finger. Dhawan doesn't review, but one reckons that he should've. The carrom-ball's angle seemed to take it down the leg side."
9.4,"Ashwin to Pant, 1 run","full on off, and Pant walks down the ground to cut the angle. Smacked to wide long on once again"
9.3,"Ashwin to S Dhawan, 1 run","full on leg, and he skips down the ground. Nudged away to wide long on"
9.2,"Ashwin to Pant, 1 run","full just outside off, but Pant goes down on one knee to sweep. Drags the shot to deep backward square"
9.1,"Ashwin to Pant, 2 runs","full on off, from around the wicket. Tapped to the big gap at midwicket, and they take off for two runs. Throw from the deep from Miller forces Pant to dive into his crease. But replays show Pant was comfortably in"
8.6,"Mujeeb to Pant, 1 run","length ball, wide outside off, and cut away to point. Well stopped, but the misfield allows the men to take a single. Timeout"
8.5,"Mujeeb to S Dhawan, 1 run","full just outside off, and Dhawan takes a big stride forward. Opens the bat's face, and works it to point. They walk across one"
8.4,"Mujeeb to Pant, 1 run","length ball, too wide outside off, and Pant stretches to cut. Played to short third man"
8.3,"Mujeeb to Pant, 2 runs","length ball, on middle, and worked off his pads to deep backward square"
8.2,"Mujeeb to Pant, FOUR runs","Pantastic! Full, just outside off, and Pant goes down on one knee to slog. Mistimed, but still enough behind it to beat the sliding fielder at deep midwicket"
8.1,"Mujeeb to S Dhawan, 1 run","full, just outside off from around the wicket. The ball turns into Dhawan, and he drives to Ashwin at cover. Misfield allows them to pinch a single"
7.6,"Viljoen to Pant, no run","back of a length on off, and angling away. Pant shapes up to cut, but finds Miller at point"
7.5,"Viljoen to Pant, 2 runs","slower ball, length on off, and he taps this with soft hands. But the ball hits the inside of his bat, then hits his pads, before rolling away to cover"
7.4,"Viljoen to Pant, 4 leg byes","length ball, outside leg, and Pant flicks fine past the keeper's left! Nobody's stopping that. Came off the bat, but the umpire says leg-byes"
7.3,"Viljoen to Pant, no run","length ball on leg, and Pant looks to muscle this off his hips straight away. Looks for the backward-point boundary, but the ball hits his chest-region"
7.2,"Viljoen to Iyer, OUT","played on! Viljoen is punching the air! Length ball, wide outside off, and Iyer tries to drive again. Too far away from him, and the attempted drive takes an inside edge. Ricochets into middle stump, and Kings XI are pumped. A bit of eye-to-eye action between Iyer and Viljoen after the wicket, but no shoulder barge. They came mighty close though! It's all happenin'"
7.1,"Viljoen to Iyer, FOUR runs","fullish, wide outside off, and Iyer hammers a front-foot drive through the covers! Picks the offcutter very early this time, Iyer"
6.6,"Mujeeb to S Dhawan, no run","length ball on middle, and skidding into Dhawan's pads. Rocks back, and punches to mid off"
6.5,"Mujeeb to S Dhawan, FOUR runs","length ball, on off, and angling away. Cut off the back foot, and this has been struck behind square! Nobody there, and the ball rolls along the grass to the boundary-line"
6.4,"Mujeeb to Iyer, 1 run",overcompensates by going full and wide outside off. Driven straight down the ground to long off
6.4,"Mujeeb to Iyer, 1 wide","length ball, on middle, and sliding down the leg side. Iyer misses the pull because the ball stays low, but Capitals collect the wide-run anyway"
6.3,"Mujeeb to S Dhawan, 1 run","length ball on leg, and he goes deep into his crease. Flicked to square leg for a jogging single"
6.2,"Mujeeb to Iyer, 1 run","full, just wide outside off, and driven to wide long off"
6.1,"Mujeeb to Iyer, no run","drifter first up. Lands on a length, just outside off, and slides inwards. Defended towards the off side"
5.6,"Shami to Iyer, 1 run","slower ball at a length on off stump, dropped into the off side with soft hands"
5.5,"Shami to Iyer, no run","legth on off stump, blocked on the front foot"
5.4,"Shami to Iyer, FOUR runs","whack! Good use of the crease from Iyer. Walks into the off side, get Shami to go short. The line would have been at his chest if he'd stayed where he was but he'd quickly jumped into the leg side and cut this over point. Lovely"
5.3,"Shami to S Dhawan, 1 run","length on off stump, shuffles and pushes to mid-off on the up"
5.2,"Shami to S Dhawan, FOUR runs","lifted over mid-off. Length ball just outside off, plants the front leg out and goes on the rise"
5.1,"Shami to S Dhawan, no run","short and wide outside off, cut firmly, but straight to cover point"
4.6,"Viljoen to Iyer, no run","back of a length, just outside off, and tapped towards point. Ends the over with four dots. Strong finish by Viljoen"
4.5,"Viljoen to Iyer, no run","back of a length on middle, going down leg, and Iyer nudges this towards square leg. Finds the fielder"
4.4,"Viljoen to Iyer, no run","length ball, just outside off, and he rides the bounce to block off the back foot"
4.3,"Viljoen to Iyer, no run","length ball on off, and tapped towards the on-side. Viljoen runs across to the leg side, to intercept"
4.2,"Viljoen to Iyer, FOUR runs","whipped off his hips! Back of a length, going down leg, and Iyer uses his wrists to play this over short fine leg"
4.1,"Viljoen to Iyer, FOUR runs","heavy ball, back of a length just outside off, and he opens the bat's face to run this down to the backward-point boundary. Excellent use of his wrists"
3.6,"Shami to Iyer, 1 run","offcutter, length ball outside off, and guided to short third man for a quick single"
3.5,"Shami to S Dhawan, 1 run","back of a length on middle, and tapped off the back foot to mid on. They take off for a quick single, and Sam Curran has a shy at the batsman's stumps. Wild throw, but David Miller's at third man backing up"
3.4,"Shami to S Dhawan, 2 runs","full on middle, and he whips this off his toes to the vacant region near cow corner. Mandeep from deep backward square needs to give the ball a mighty chase"
3.3,"Shami to Iyer, 1 run","back of a length on off, and tapped with the bat's open face to point. They scamper across for one"
3.2,"Shami to Iyer, no run","nearly chopped on! Length ball, offcutter on off stump, and Iyer tries to block. Ball comes inwards, takes his inside edge, hits the pitch, and bounces of the set of stumps"
3.1,"Shami to S Dhawan, 1 run","back of a length on off, but too close to Dhawan's body for the cut. Sliced to the off side"
2.6,"Ashwin to S Dhawan, 1 run","length ball on middle, and nudged off his pads to square leg"
2.5,"Ashwin to S Dhawan, FOUR runs","full, wide outside off, and he creams a cover drive through the infield! Tiny gap between cover and cover point, but finds it nonetheless"
2.4,"Ashwin to Iyer, 1 run","full on middle, and nudged off his toes to square leg. They go for a quick single, and M Ashwin nearly gets a direct hit at the batsman's end"
2.4,"Ashwin to Iyer, 1 wide","full outside leg, and drifting further down. Iyer's back-leg is in the air, but it comes down before Rahul can think about a stumping"
2.3,"Ashwin to S Dhawan, 1 run","full, just outside off, and blocked with the bat's open face to cover point. They scamper across for one"
2.2,"Ashwin to S Dhawan, no run","length ball on off, and he goes deep into his crease. Tapped to cover, but straight to the fielder"
2.2,"Ashwin to S Dhawan, 1 wide","length ball on middle, but sliding down the leg side. Dhawan misses the flick, Rahul collects. Wide signalled"
2.1,"Ashwin to S Dhawan, no run","length ball on off, and skidding through. Blocked off the back foot towards cover"
1.6,"Sam Curran to S Dhawan, 1 leg bye","length ball angling into his body, and he works this off his hips to square leg"
1.5,"Sam Curran to Iyer, 1 run","length ball on off, and tapped off the back foot to short cover"
1.4,"Sam Curran to Iyer, FOUR runs","full outside off, and he drives with the bat's open face. Takes the bat's outside edge and rolls through to the backward-point boundary"
1.3,"Sam Curran to S Dhawan, 1 leg bye","did that hit the stumps? The bails haven't fallen off though. Length ball, slower delivery on leg, and Dhawan looks to nudge it behind square. But the ball hits his thigh-guard and rolls onto leg stump. Curran so unlucky!"
1.2,"Sam Curran to S Dhawan, 2 runs","full outside off, and a bit of swing away. Driven firmly to cover, where there's a slight misfield"
1.1,"Sam Curran to S Dhawan, no run","full on off, and he takes a big stride forward to drive. Bat's face turns in his hand, and it rolls down to Viljoen at mid-on"
0.6,"Ashwin to Iyer, no run","full just outside off, and carefully blocked back to Ashwin. A typically entertaining R Ashwin over"
0.5,"Ashwin to S Dhawan, 1 run","slider, length ball on middle, and worked off the back foot to midwicket"
0.4,"Ashwin to S Dhawan, FOUR runs","length ball on middle, and the ball turns away after hitting the deck. Dhawan looks to work this towards the leg side, but leading edge takes the ball down to the third-man boundary. Ashwin asking a lot of questions!"
0.4,"Ashwin to S Dhawan, 1 wide","full on leg stump, but sliding down leg. Dhawan goes down on one knee to sweep, but misses"
0.3,"Ashwin to S Dhawan, no run","full on off, and Dhawan taps this to short cover. Tight from Ashwin"
0.2,"Ashwin to Iyer, 1 run","full on middle, and he pushes forward to drive to long on. They walk across for one"
0.1,"Ashwin to Shaw, OUT","through him! And umpire Chaudhuri raises his finger. Full outside off, and the ball holds it's line. Shaw presses forward to drive with the offspin, but the ball whizzes past his outside edge, and Rahul whips the bails off. Was that caught-behind or stumping? Caught-behind it is. Shaw finding it hard to add to his 99 from the other day"
19.6,"Rabada to Mandeep, SIX runs","over mid-off again! Good batting, not the best last ball. Length outside off. He gets on his back knee and handsomely lofts this over that fielder and flat, over the long-off boundary"
19.5,"Rabada to Mandeep, FOUR runs",just clears mid-off. Slower short ball outside off. He hangs back this time and picks his spot. That fielder is in so he flat-bats it over him. Just.
19.4,"Rabada to Shami, OUT","run-out at the non-striker's end. Mean bouncer from Rabada, gets Shami on the body. He's too shocked to react as Mandeep rightly hares down the pitch to take strike. Rabada walks back to the stumps, takes a single bail off, and puts it back into place. Checks if Shami's alright after the impact - gets a thumbs up"
19.3,"Rabada to Mandeep, 1 run","yorker at leg stump, jams it down to long-on who keeps them to a single"
19.2,"Rabada to Mandeep, 2 runs","slower short ball at middle stump, waits on it and pulls to deep midwicket's right"
19.1,"Rabada to Ashwin, OUT","taken by short third man who has Rishabh Pant very close and also going for it! Complete breakdown in communication and they have a brief bicker about it. Rabada smiles - as long as it's in. Short of a length ball at off stump, wants to swish off the back foot and gets a leading edge. It pops out of Avesh's hands as he makes contact with Pant, but he hangs on"
18.6,"Morris to Ashwin, 1 run","full slower ball at off stump, watches closely and stabs this out to point"
18.5,"Morris to Ashwin, OUT","smashes off stump. A low full toss that Ashwin wants to hit inside-out over cover. Not an easy shot when you're set, nearly no chance of connection when you're just in. Misses it completely"
18.4,"Morris to Mandeep, 1 run",inside edge as Morris goes wide of the crease late and changes the angle on him. It's length and it's at middle. He looks to slog but it's into his pad before rolling out to short third
18.3,"Morris to Ashwin, 1 run","deceived by the slower ball, but he manages to get bat on this attempted scoop. A loopy, dipping yorker from Morris. He just manages to get it down to fine leg off the toe-end"
18.2,"Morris to Mandeep, 1 run","full on middle stump, gets low and drives uppishly, finds long-on"
18.1,"Morris to Ashwin, 1 run","attempted yorker at middle stump, backs away and sliced on the full to deep extra"
17.6,"Rabada to Ashwin, 1 run",short of a length ball thumps Ashwin's bat as he gets on the back foot. A single stolen pitch side on the off side
17.5,"Rabada to Mandeep, 1 run",short of a length slower ball at middle stump. Gets low and drags this pull out to deep square
17.4,"Rabada to Mandeep, no run","bouncer outside off, swishes from under it, tries to ramp it to the third man boundary. Beaten"
17.3,"Rabada to Viljoen, OUT",taken at extra cover! Short of a length in the corridor and too quick for Viljeon. He wants to whip this into the leg side but the ball's hit bat before he can even close the face on it. Sliced harmlessly in Morris' direction and he takes it with a reverse-cup
17.2,"Rabada to Mandeep, 1 run","length at off stump, looks to pull, gets it to long-on off the inside half"
17.1,"Rabada to Mandeep, FOUR runs","misfield at deep square leg. That's sloppy. Length ball swiped across the line. Bandaru Ayyappa, substitute fielder, pedals to his left and gets his body behind this. But he gets his hands in a mess and can't hold on on the bounce. Ends up parrying it to his left and into the boundary"
16.6,"Morris to Viljoen, no run","slower ball just outside off, gets to the pitch and flicks it straight back onto the stumps"
16.5,"Morris to Mandeep, 1 run","overpitched on leg stump, flicked out to deep midwicket"
16.4,"Morris to Viljoen, 1 run","yorker length just outside off, jams it to point's left"
16.3,"Morris to Mandeep, 1 run","short outside off, punched firmly to sweeper off the back foot"
16.3,"Morris to Mandeep, 1 wide","length ball down leg side, can't get bat on it"
16.2,"Morris to Miller, OUT","they've got him! You just sense this will be many runs off Kings XI's final total. Lovely bowling from Morris. An offcutter pushed across the corridor, Miller goes across the line, trying to go aerial in the midwicket region. Top-edge doesn't go further than pitchside, Pant calls and holds on"
16.1,"Morris to Mandeep, 1 run","slower ball at a length outside off, crisp square drive on the up, straight to backward point"
15.6,"Patel to Mandeep, 1 run","length outside off, driven on the up to extra cover"
15.5,"Patel to Miller, 1 run","length outside off, driven on the up to sweeper"
15.4,"Patel to Miller, FOUR runs",past long-off. Miller's patience serving him well. Gets another full toss outside off. This one is even delivered with rolled fingers - lobs up at him and he spanks it on the full
15.3,"Patel to Mandeep, 1 run",leading edge down to third man. Full and in at middle stump and once again he's too keen - closes the face early
15.2,"Patel to Mandeep, no run","length outside off, wants to flick, closes the face too early. This trickles back down the pitch"
15.1,"Patel to Mandeep, no run","yorker at a leg stump, looks to clip this but can't get it off the pitch"
14.6,"Avesh Khan to Miller, FOUR runs","it does cost him. Low full toss just outside off, stays leg side of it and merely opens his wrists to get this over extra cover and beat long-off to his right"
14.6,"Avesh Khan to Miller, 1 wide","down leg side. Length ball, far away from the swing of the bat. Will this extra ball cost Avesh? Decent over so far "
14.5,"Avesh Khan to Mandeep, 1 run","slower ball at a length on middle stump, flicks uppishly into the midwicket region"
14.4,"Avesh Khan to Miller, 1 run","length on middle stump, flicked to long-on"
14.3,"Avesh Khan to Miller, no run",beaten. Length ball slanted across the corridor. Looks to line up and slug this over midwicket but it skids low
14.2,"Avesh Khan to Mandeep, 1 run","length at middle stump, punched to long-on"
14.1,"Avesh Khan to Mandeep, no run","length outside off, defended into the off side"
13.6,"Lamichhane to Mandeep, 1 run","short of a length just outside off, skidding straight on. Dropped in front of point with soft hands"
13.5,"Lamichhane to Khan, OUT",got him! A thin edge. Sarfraz commits on the front foot to a delivery that falls short of a good length. It holds and spins away marginally as he looks to drive on the up and he can't manage it. Superb bowling to end an extremely important innings in a thin middle order
13.4,"Lamichhane to Miller, 1 run","length on middle stump, flicked with the turn to long-on"
13.3,"Lamichhane to Khan, 1 run","short of a length just outside off, opens the face and runs it to short third man"
13.2,"Lamichhane to Miller, 1 run","length at middle stump, flicked to deep midwicket"
13.1,"Lamichhane to Miller, no run","length outside off, gets forward and pokes into the off side"
12.6,"Patel to Miller, 1 run","length outside off, pushed to extra cover on the up"
12.5,"Patel to Miller, no run","dropped. Length ball on middle stump, stays tall and punches firmly back at the bowler who can't react quickly enough in his follow through"
12.4,"Patel to Miller, FOUR runs","down to third man! Length outside off, across him, and he slashes just inside the line and opens the face late to get it down"
12.3,"Patel to Miller, FOUR runs","short ball at middle stump, gets deep in the crease, gets his hands over this and hits it on the head with a hook. Gets it to the deep backward square bounday"
12.2,"Patel to Miller, 2 runs","length on middle stump, flicked to long-on's left"
12.1,"Patel to Khan, 1 run","uff, sweet. But only a run. Length outside off and he gets the hands so nicely through the line with this drive"
11.6,"Lamichhane to Miller, SIX runs","shot! Nice flowing slog through the line from Miller. Big ground, but he's cleared it with some ease. Length ball at middle and he jumps down and goes on the rise, over the wide long-on boundary"
11.5,"Lamichhane to Khan, 1 run","length and skidding on at leg stump. Shapes to pull, gets an inside edge to short fine's right"
11.4,"Lamichhane to Miller, 1 run","googly, full on off stump, driven to long-off"
11.3,"Lamichhane to Khan, 1 run","short of a length at middle stump, gets back and pulls to deep midwicket"
11.2,"Lamichhane to Khan, no run","length, skidding in at leg stump. Steps out and is forced to offer the pad as he's beaten in the air"
11.1,"Lamichhane to Miller, 1 bye","beats the batsman with a googly, but he gets off strike as Pant can't gather cleanly. Deflected towards short fine. This spun away from a lengt"
10.6,"Vihari to Khan, FOUR runs","full and wide outside off, waits on it and chops it deftly past backward point. This guy knows how to pick a gap!"
10.5,"Vihari to Miller, 1 run","length on leg stump, flicked to deep midwicket"
10.4,"Vihari to Khan, 1 run","length and pushed across off stump, leans in and drives with the angle to long-off's left"
10.3,"Vihari to Miller, 1 run",length ball pushed wide outside off. Steps out and is beaten in flight but he reaches out and gets it past Vihari off the toe-end
10.2,"Vihari to Khan, 1 run","length outside off, punched on the rise to long-off"
10.1,"Vihari to Miller, 1 run","full on off stump, driven with the turn down to long-off"
9.6,"Patel to Miller, 1 run","back of a length on leg stump, and he mistimes a pull. Ball rolls away to short fine leg. Kings XI 86 for 3 at the halfway stage"
9.6,"Patel to Miller, 1 wide","slower ball from over the wicket, but full outside leg stump. Through to the keeper"
9.5,"Patel to Miller, SIX runs","toe-ended, but over extra cover! Full outside off, but Miller's done hanging about. Gets to the pitch of the ball, and clatters this offcutter over the boundary-line. Crowd erupts!"
9.4,"Patel to Khan, 1 run","length ball, wide outside off, and he glances a late-cut down to third man. Enough time to walk across for one"
9.3,"Patel to Miller, 1 run","length ball, just outside off, and tapped away to cover. Quick run"
9.2,"Patel to Miller, no run","length ball, from around the wicket. Just outside off stump, and it's too close to Miller's body for the cut. Through to Pant this time"
9.1,"Patel to Khan, 1 run","slower ball, full outside off, and he tries to loft this over mid-off. Slices the shot over point instead"
8.6,"Avesh Khan to Khan, 1 run","length ball on middle, and worked off his hips to square leg. Timeout"
8.5,"Avesh Khan to Khan, FOUR runs","the audacity! Length ball on off, but Sarfaraz ducks under the ball, keeps his bat ready for the ramp, and Dilscoops over the keeper."
8.4,"Avesh Khan to Khan, FOUR runs","length ball, wide outside off, but angling into off stump. But Sarfaraz displays no footwork, simply opens the bat's face, and glances a boundary past the fielder at backward-point! Classy"
8.3,"Avesh Khan to Khan, no run","back of a length on off, and he stays on the back foot to block. Ball rolls back to Avesh"
8.2,"Avesh Khan to Miller, 1 run","back of a length on leg, and he flicks this to deep midwicket"
8.1,"Avesh Khan to Miller, no run","beauty! Length ball on middle, and angling across Miller. He prods forward to block, but the ball whizzes past his outside edge"
7.6,"Patel to Miller, 1 run",slower ball to end the over and Miller's too early into his attempted drive. Hits the bat's inside half and flies down to long on
7.5,"Patel to Miller, no run","slower ball, back of a length outside off, and he slices a punched shot to Shaw. Stops a couple of runs for certain"
7.4,"Patel to Miller, no run","length ball, just wide outside off, and blocked away to cover once again"
7.4,"Patel to Miller, 5 wide","back of a length on middle, but going down the leg side. Miller swivels to pull, but he can't get any connection. No worries for Kings XI, though, since Pant can't hold on to it either"
7.3,"Patel to Miller, no run","slower ball, from around the wicket. Back of a length outside off, and tapped away to cover off the back foot"
7.2,"Patel to Khan, 1 run","slower ball, full on middle, and nudged away to deep midwicket"
7.1,"Patel to Khan, OUT","length ball, wide outside off, and he drills a drive to cover. Straight to Dhawan, and he quickly throws down the stumps at the bowler's end. Mayank's out of his crease, and that's a direct hit! Kings XI lose their third, this against the run of play"
6.6,"Lamichhane to Khan, 1 run","extra flight, full outside off, and he caresses a drive to Ingram at wide long off"
6.5,"Lamichhane to Agarwal, 1 run","full on off, and he goes onto the back foot. Flicks to the vacant midwicket region, and they want the second run. But Morris runs in from long-on to stop the second"
6.4,"Lamichhane to Khan, 1 run","length ball on middle, and worked off his pads down the ground to long on"
6.3,"Lamichhane to Agarwal, 1 run","quicker one, wide outside off, and the cut is mistimed to deep point. They walk across for one"
6.2,"Lamichhane to Agarwal, no run","length ball, wide outside off again, and Mayank goes for the cut-shot one more time. Under-edged towards the keeper on this occasion. Two dots"
6.1,"Lamichhane to Agarwal, no run","length ball, just outside off, and Mayank stays on the back foot. Looks to cut square, but can't clear the infield"
5.6,"Morris to Agarwal, 1 run","back of a length on off, and the natural angle takes it into the batsman. Worked off his chest to deep midwicket. Kings XI 54 for 2 after the Powerplay"
5.5,"Morris to Khan, 1 run","full just outside off, and tapped towards mid-off. Nice, early call fore a single"
5.4,"Morris to Khan, no run","ouch! Sarfaraz tries to duck under a ball, but the ball doesn't rise enough. Hits him near the chest as he tries to get out of the ball's way. No love lost though, Morris just picks the ball up nonchalantly"
5.3,"Morris to Khan, FOUR runs","low full toss on middle, and he flicks this off his toes to the leg side. Nobody at deep midwicket, and the ball races away for four more. Fifty for Kings XI"
5.2,"Morris to Khan, FOUR runs","beautiful! Full, too wide outside off, and he check-drives a shot through the covers! Four men inside the circle on the off side, but Sarfaraz pierces the tiny gap"
5.1,"Morris to Khan, no run","full, and wide outside off, and he takes a big step forward to drive. Mistimed to cover point"
4.6,"Rabada to Agarwal, 2 runs","back of a length on off, and he rides the bounce to work the ball towards deep midwicket. Fielder from the deep races in as they go for the second, but his throw from the deep gets a direct hit! This could be dangerous, but the umpires reckon Agarwal is fine. Agarwal, though, doesn't feel he's OK. He's asked for the physio while holding onto his hamstring"
4.5,"Rabada to Agarwal, no run","length ball on off, but Mayank makes room to lift this over extra cover. Splices the shot to the leg side instead"
4.4,"Rabada to Khan, 1 run","back of a length, just outside off, and he steers this off the back foot to third man"
4.3,"Rabada to Khan, no run","back of a length on off, and he rides the bounce to block off the back foot. Ball rolls back to KG Rabada"
4.2,"Rabada to Khan, no run","full on off, and tapped back past the non-striker to long on. Well fielded by Morris charging in"
4.1,"Rabada to Khan, FOUR runs","full on leg, and flicked with soft hands. Doesn't give it the whip, but the ball races away to the backward-square boundary anyway. In control"
3.6,"Lamichhane to Khan, 1 run","flighted full on middle, and a smart wristy flick to deep midwicket from Sarfaraz"
3.5,"Lamichhane to Sam Curran, OUT","lbw appeal, and given! What a comeback ball from Lamichhane. Quick on middle, skidding straight through, and the ball hits him in front of middle stump even before Curran can bring his bat down. Quick decision from umpire Gaffaney too. An interesting experiment comes to an end"
3.4,"Lamichhane to Sam Curran, SIX runs","up and over! Tossed up on middle, and Curran skips down the ground. Picks the googly well, and muscles a lofted shot into the sightscreen"
3.3,"Lamichhane to Sam Curran, 2 runs","tossed up on middle, and the legbreak is nudged away to wide long on. Fielder at the deep attacks the ball slightly late, which allows the batsmen to pinch the double"
3.2,"Lamichhane to Sam Curran, no run","googly to start off. Full on off, and spinning further away. Tapped off the back foot to mid off"
3.1,"Lamichhane to Agarwal, 1 run","length ball on middle, and skidding into leg stump. Played off the back foot to long on for a single"
2.6,"Avesh Khan to Sam Curran, no run","length ball, pitching outside off but angling in. Nudged with the bat's open face to point"
2.5,"Avesh Khan to Sam Curran, FOUR runs","not full enough, but wide enough for Curran to make full use. Stays in his crease, and hammers a back-foot punch past mid off's right!"
2.4,"Avesh Khan to Sam Curran, no run","back of a length, just outside off, and blocked off the back foot to point"
2.3,"Avesh Khan to Sam Curran, FOUR runs","full again, but wider outside off. Curran simply prods forward and lifts an exquisite cover drive over the infield"
2.2,"Avesh Khan to Sam Curran, FOUR runs","length ball on off, and angling away. Curran throws his hands at this, and crunches a drive past cover!"
2.1,"Avesh Khan to Sam Curran, no run","back of a length on middle, and punched off the back foot to mid-off. Curran's first ball"
