over,short_text,long_text
0.6,"Rabada to Finch, 1 run","edged and short of slip. This is excellent Test-match bowling to Finch. Full, just outside off, seams away, takes the edge, but Dhawan is too deep at slip. I can understand that: you stand deep because in T20 batsman are swinging hard and edges carry further"
0.5,"Rabada to Padikkal, 1 run","short of a length, outside off, runs this down to third man"
0.4,"Rabada to Finch, 1 run","yorker on the pads, dug out for one"
0.3,"Rabada to Finch, no run","full, fast, pushed to mid-on"
0.2,"Rabada to Finch, no run","another drop. A sitter. Length ball, on off, Finch defends, and the bat face turns and it lobs back for an easy catch to Rabada. But he spills it"
0.2,"Rabada to Finch, 1 wide","wide down the leg side, looking for that lbw ball against Finch"
0.1,"Rabada to Padikkal, 1 run",and that is some tone. Hits him high on the bat with a quick length ball. Padikkal takes the bottom hand off to keep this down. Get a single to cover
19.6,"Udana to Hetmyer, 2 runs","good full wide ball, hit to deep cover. Not many batsmen take the suicidal second off the last ball for some reason, but these guys are not bothered about their averages. Hetmyer charges off for the second, which looks like will be his wicket, but Kohli's throw is wide, and he completes the second. I would have liked them to go for the third too. Keep running till you are run out"
19.5,"Udana to Stoinis, 1 run","yorker, just outside off, dug out to long-on for one"
19.4,"Udana to Hetmyer, 1 run","full and wide, driven to deep cover. Just the one"
19.3,"Udana to Hetmyer, SIX runs","oh he gets the straight full toss that he can drop over the short leg-side boundary for a six. If this is not an attempted bluff, this is pretty poor from Udana. Has to go wide yorkers"
19.2,"Udana to Stoinis, 1 leg bye",Stoinis shuffles across to look for a ramp. Udana beats him with a low full toss. They get a leg-bye
19.1,"Udana to Hetmyer, 1 run","wide and full, Hetmyer hits this to long-off for one"
18.6,"Siraj to Stoinis, FOUR runs","and Stoinis picks the leg side to bring up his fifty. Gets well across to this wide length ball, and sort of shovels this over square leg for four"
18.5,"Siraj to Hetmyer, 1 run","fuller now, driven to long-on for one"
18.4,"Siraj to Hetmyer, no run",left alone. Hetmyer knows this short ball is too high. He wants a wide call.The umpires disagree
18.3,"Siraj to Hetmyer, no run","on-pace bouncer, beats Hetmyer on the pull. There is one man appealing for a catch at the wicket. That is Kohli at the boundary. They don't review it, though"
18.2,"Siraj to Pant, OUT","timber. Pant looks for the big hit over the leg side as Saini pitches short. He is deep in the crease and gives this his all. Siraj, though, has bowled a slower ball, and Pant only gets a bottom edge onto the stumps"
18.2,"Siraj to Pant, 1 wide","short, well down the leg side, Pant looks to pull it over short fine, but is beaten. Wide this time"
18.1,"Siraj to Pant, no run","slower shortish ball, he turns his stance to reverse-ramp it over short third, but he is beaten when doing so"
18.1,"Siraj to Pant, (no ball) SIX runs","another beamer. Head high. And most incredibly, Pant gets out of the way, and ramps it for a six over long leg"
17.6,"Udana to Pant, 1 run","and he does well to finish off. Full and wide, doesn't allow him a free hit to the short boundary. Driven hard but only a single to deep cover"
17.5,"Udana to Stoinis, 1 run","lovely yorker, just outside off, dug out to extra cover for one"
17.4,"Udana to Pant, 1 leg bye",shuffling across to try to access the short leg-side boundary but Udana does well by staying wide with the yorker. Concedes just the leg-bye
17.3,"Udana to Pant, FOUR runs","lovely shot. Slower ball, short of a length, not easy to get power behind it, but he lofts this over extra cover for four"
17.2,"Udana to Stoinis, 1 run","wide yorker, dug out to extra cover for one"
17.2,"Udana to Stoinis, 1 wide","too wide, trying to stay out of his reach"
17.1,"Udana to Pant, 1 run",wide full toss with short third man in the circle. Playing with fire. But he gets just the single to deep point
16.6,"Saini to Pant, 1 run","another full toss, hit hard into the pitch, and it bounces over Saini for a single to long-on"
16.5,"Saini to Pant, FOUR runs","excellent batting. He knows the field so well. Short of a length, at the hip, and he turns this around the corner with soft hands. Just placing it past short fine leg to use Saini's pace"
16.4,"Saini to Pant, SIX runs","Pant sort of makes up for that refused second. He picks the slower ball, stays deep in the crease, and lofts this back over Saini's head for a small six. Finally over a 100 SR"
16.3,"Saini to Stoinis, 1 run","low full toss, wide outside off to try to make him hit to the big part of the field. drilled wide of long-on. Pant refuses to run the second. That is poor from Pant. Stoinis is filthy with him and is stranded mid-pitch, but Kohli attacks the throw and fails to collect it clean. Missed the run-out there"
16.2,"Saini to Stoinis, FOUR runs","shuffles across to get under a 149ks length ball, and swipes it to the short boundary into the leg side for four more"
16.1,"Saini to Stoinis, 2 runs","another high full toss. He has placed this to deep midwicket, but it remains to be seen if this will be called too. Not called a no-ball. Dips just below the waist"
15.6,"Siraj to Stoinis, 1 run","short, into the body, short fine leg is up, but he can't get it that fine. Gets just the single to deep backward square leg"
15.5,"Siraj to Stoinis, 2 runs","slower ball, played with soft hands, into the bigger part of the field, takes a couple"
15.4,"Siraj to Pant, 1 run","mis-hit to long-on, but it falls short"
15.3,"Siraj to Pant, no run","on a length, outside off, driven on the up, but straight to extra cover"
15.2,"Siraj to Stoinis, 1 run",single to deep cover this time
15.1,"Siraj to Stoinis, FOUR runs","slower ball. It is too full and too wide, and Stoinis has enough time to recover. Stays deep into the crease, and absolutely rockets this past extra cover. No one is laying a finger on that one"
14.6,"Saini to Stoinis, 1 run","dropped. Yet another one goes down in Dubai. Low full toss. Stoinis goes deep into the crease but doesn't get enough power into this. It lobs towards wide long-on. Chahal runs to his left from deep midwicket, and it slips through his hands"
14.5,"Saini to Stoinis, FOUR runs","wide ball on the free hit. Misses the yorker by a few inches, and he goes over point for four more. That is a way of getting your own back after having jammed by a beamer"
14.5,"Saini to Stoinis, (no ball)","high dangerous chest-high full toss at 143ks. No slower ball. No signs of dew. Stoinis is hit on the glove but there is no hurt or injury. Sunil Gavaskar is thinking the same. ""No way can you tell me that that slipped,"" he says on air. I stand to be corrected but I haven't seen an apology from Saini either"
14.4,"Saini to Stoinis, FOUR runs",doesn't get all of this but he is going straight and it is straight enough of long-on. Saini gives him the length. No pace taken off it. Stoinis will keep coming at you if you do that
14.3,"Saini to Stoinis, SIX runs","short boundary on the leg side. Saini bowls short of a length, Stoinis stays deep in the crease to swing his arms through it, and goes over midwicket for a small flat six"
14.2,"Saini to Stoinis, no run",lovely yorker. On off. Dug out
14.1,"Saini to Pant, 1 leg bye","quick length ball, outside leg, beats him, goes for a leb-bye"
13.6,"Ali to Stoinis, FOUR runs","uff that is some power. Ali finally comes back to Stoinis with a straight ball, and he clears his front leg and swings those tree trunks at it. Back over Ali's head this goes for four"
13.6,"Ali to Stoinis, 1 wide",another wide doing the same
13.6,"Ali to Stoinis, 1 wide",tosses this one wide as Stoinis backs away. Goes too wide
13.5,"Ali to Pant, 1 run","full, outside off, driven to long-off for one"
13.4,"Ali to Stoinis, 1 run","fuller, quick, punched down to long-on for one"
13.3,"Ali to Stoinis, SIX runs","Stoinis takes on the long boundary as Ali pitches short, but he has those Popeye biceps behind it. Goes over deep midwicket with ease"
13.2,"Ali to Stoinis, no run","flat, quick offbreak, Stoinis is cramped as he backs away. Hit back to Ali"
13.1,"Ali to Pant, 1 run","full, straight, soft hands to work it to leg for one"
12.6,"Chahal to Pant, 1 run","lovely bowling. Pant shimmies down, Chahal bowls a legbreak at just 73ks. it dips and it turns. Pant has to show respect. Takes a single to leg"
12.5,"Chahal to Stoinis, 1 run","down the wicket, not to its pitch, but pushes this wide of Chahal for a single to long-off"
12.4,"Chahal to Pant, 1 run","wrong'un, full, outside leg, worked away to deep square for one"
12.3,"Chahal to Pant, no run","the length is pulled back, and Kohli is tight at short midwicket to prevent the single"
12.2,"Chahal to Pant, FOUR runs","slog sweep into the long boundary. Capitals forced to take on a low-percentage option, but he has placed this in front of deep midwicket"
12.1,"Chahal to Stoinis, 1 run","chipped back, shouts of catch it, but it slips through his fingers. No real power in the shot either. Chahal has to leap high, but this counts as a drop"
11.6,"Ali to Stoinis, 1 run","denies him the slogging length, Stoinis waits for it to turn and works this to short fine for one"
11.5,"Ali to Stoinis, 2 runs",whips a full ball wide of long-on for a couple
11.4,"Ali to Pant, 1 run","tossed up outside off, pushed to deep cover for one"
11.3,"Ali to Iyer, OUT","Paddikal takes a superb catch at deep midwicket. Another team change works. Ali gets some dip on this, which means Iyer's attempt at hitting a six has more height than length on it. Paddikal, a tall man, sets himself up at the midwicket fence, takes the catch, lobs the ball back up as he falls over, steps out, comes back in, completes the catch. Calm as"
11.2,"Ali to Pant, 1 run","full, into the pads, worked away to leg for one"
11.1,"Ali to Iyer, 1 run","full, on off, driven to long-on for one"
10.6,"Chahal to Pant, no run","really slow in the air, really full pitched outside leg, swept fine, but can't beat short fine leg"
10.5,"Chahal to Pant, no run","full, middle and leg, punched to midwicket"
10.4,"Chahal to Iyer, 1 run",wide leg-break but Iyer drags it back and chips him back over his head. Kohli at long-on is quick to come around to deny them the second
10.3,"Chahal to Pant, 1 run","slow in the air, just outside off, pushed to long-off for one"
10.2,"Chahal to Iyer, 1 run","length-ball legbreak, punched off the back foot to deep cover"
10.1,"Chahal to Iyer, no run","short of a length, no power into the cut, no run"
9.6,"Udana to Pant, 2 runs","full and straight, placed between deep square and deep midwicket, comes back for two"
9.5,"Udana to Iyer, 1 run","short of a length, chest high again, worked to leg for a single"
9.4,"Udana to S Dhawan, OUT","Dhawan perishes looking for the big hit. Gets a length ball, sees he can hit a six, but is slightly early into the shot. The bat face closes a little, and he doesn't get enough power into it. Caught at long-on"
9.3,"Udana to S Dhawan, 2 runs","slower ball, outside off, he goes over mid-off, but doesn't nail this one. Gets two, though"
9.2,"Udana to Iyer, 1 run","short of a length, chest high, dropped to leg with soft hands"
9.1,"Udana to S Dhawan, 1 run","Dhawan down the wicket, hits this straight, mid-off is up, but Udana gets his foot in the way. Saves three runs"
8.6,"Siraj to Iyer, no run","a lot of movement across and back away, but Siraj nails the perfect yorker. Dug out. What a change this is proving out to be to get Siraj into this game"
8.5,"Siraj to S Dhawan, 1 run","short of a length, into the hip, worked to leg for one"
8.4,"Siraj to S Dhawan, no run","sharp. Siraj has got wheels tonight. Dhawan skips down the track, and Siraj tells him nosireebob, not against me. Dhawan has to get out of the way of this bouncer"
8.3,"Siraj to Iyer, 1 run","short of a length, stump to stump, worked to leg for one"
8.2,"Siraj to Iyer, no run","short of a length, on off, angling in, punched to midwicket. Iyer wants a single off the midwicket, but Dhawan sends him back"
8.1,"Siraj to S Dhawan, 1 run","punched on the up, timed superbly, and Kohli has to make a diving save at mid-off"
7.6,"Sundar to S Dhawan, 1 run","quick, on a length, no room, punched to long-on"
7.5,"Sundar to Iyer, 1 run","length-ball offbreak, worked to short fine for one"
7.4,"Sundar to S Dhawan, 1 run","stays short of a length, into the body, worked into the leg side for one"
7.3,"Sundar to S Dhawan, no run","short of a length, on off, punched straight to cover"
7.2,"Sundar to S Dhawan, no run","slower through the air, stump to stump, pushed back"
7.1,"Sundar to S Dhawan, no run","short of a length, he opens the face but can't beat point"
6.6,"Siraj to Iyer, no run","back to bowling short, Iyer sways out of its line even though it doesn't rise as high as the earlier one. The periscope is up by the way"
6.5,"Siraj to Iyer, FOUR runs",Iyer won't mind that sighter. Gentle length ball on the pads. He plays the pick-up over square leg. Shaw must be wondering why he didn't get this
6.4,"Siraj to Shaw, OUT","Kohli's shouts of ""come on"" echo in the empty stadium. Shaw has gloves Siraj through to AB. Good short ball. Quick, high, and into the body. Shaw goes for the attacking option, but it surprises him with the pace, and kisses the glove/top part of the bat on the way through"
6.3,"Siraj to S Dhawan, 1 run","on a length, outside off, driven with an open face, gets a single to deep point"
6.2,"Siraj to S Dhawan, FOUR runs",maybe this is why Dhawan didn't want that single. Disimisses this shortish delivery through midwicket for four. Lovely pull
6.1,"Siraj to S Dhawan, no run","big mix-up. Dhawan drops this shortish ball at his toes, and doesn't look up at Shaw, who has come to within a hand-shaking distance. Shaw scampers back and makes it"
5.6,"Sundar to S Dhawan, 1 run","on a length, into the pads, helped along for a single to short fine leg"
5.5,"Sundar to Shaw, 1 run","slower in the air, Shaw goes for the sweep again. Doesn't nail it, which is just as well. Falls short of deep square leg"
5.4,"Sundar to Shaw, FOUR runs","gets down for a sweep, gets inside the line, Sundar fires it in, but Shaw doesn't hold back. Gets a top edge but straight over AB's head. The first boundary off Sundar tonight"
5.3,"Sundar to Shaw, 2 runs","short of a length, and pulled past that square leg for two more"
5.2,"Sundar to Shaw, 2 runs","sweep to a quick length ball, clears the infield and places it fine of deep square leg"
5.1,"Sundar to Shaw, no run","just stops a touch on him, and AB shouts ""catch it"". It falls short of Sundar, though"
4.6,"Chahal to S Dhawan, 2 runs","Dhawan skips down the wicket, and chips this in front of deep square leg for two"
4.5,"Chahal to S Dhawan, FOUR runs","and now comes out the Dhawan sweep. Full, on the pads, he clears out the front leg to make room for his arms to swing. Places this fine of deep square leg"
4.4,"Chahal to Shaw, 1 run","on a length, can't drive, can't slog. Pushed wide of Chahal for a risky single, but his pick-up is not clean. We will never know if Shaw was struggling here"
4.3,"Chahal to Shaw, SIX runs","overcompensates now and bowls a plum half-volley. Shaw is going against the turn after clearing his front leg, but this is a new ball and he has gone only to long-on and not midwicket. New balls please"
4.2,"Chahal to Shaw, FOUR runs","poor ball. Short, wide, and cut away in front of square. The kind of ball you might throw down to a batsman short on form and confidence just to make him feel better"
4.1,"Chahal to S Dhawan, 1 run","down the wicket, beaten in the flight as Chahal pulls the length back, but Dhawan manages to push him down to long-on for one"
3.6,"Sundar to S Dhawan, 1 run",speared into the pads to protect another over. Just the single into the leg side
3.5,"Sundar to Shaw, 1 run","on a length, pretty straight, punched down to long-on for one"
3.4,"Sundar to Shaw, no run","nails the sweep, drags it from outside off, but can't beat backward square leg"
3.3,"Sundar to S Dhawan, 1 run","full, no turn, into the pads, nudged away into the leg side"
3.2,"Sundar to Shaw, 1 run","fuller, and worked into the leg side for one"
3.1,"Sundar to Shaw, no run","turn. DC won't mind this. Turn and bounce actually. From short of a length, into the ribs, hits his glove, then his chest, and falls away from AB"
2.6,"Saini to Shaw, 1 run",pulled away as Saini gets a little big on him. It excites RCB but the ball falls well short of deep square leg
2.5,"Saini to Shaw, no run","on a length, straight, punched hard to mid-on. No chance to get a single as he has hit this hard"
2.4,"Saini to Shaw, SIX runs","nobody is coming in the way of this hit. Shaw makes room, and gets under a full quick ball and lofts it over extra cover for a six. This is some exciting start from DC"
2.3,"Saini to Shaw, no run","crunched away. On a length, on the up. If I were short cover, I would be getting out of the way. Right now, though, Kohli is the man, and he fields it without fuss. Must have stung his hand. But he doesn't show"
2.2,"Saini to S Dhawan, 3 runs","on a length, pitched outside leg, angling towards middle, punched away through midwicket"
2.1,"Saini to S Dhawan, FOUR runs","lovely shot. Just short of a half-volley, but gives him room to open his arm. Dhawan stays inside the line and drives it between cover-point and cover"
1.6,"Sundar to S Dhawan, 1 run","quicker, into the pads, protecting a good over. Dhawan gets a single to long-on"
1.5,"Sundar to S Dhawan, no run","Dhawan makes room early, Sundar watches the feet closely, and he flights this well outside off to beat him"
1.4,"Sundar to Shaw, 1 run","full, on the leg stump, driven down to long-on for one"
1.3,"Sundar to S Dhawan, 1 run","short of a length, into the pads, worked to deep square for one"
1.2,"Sundar to S Dhawan, no run","slower through the air, Dhawan looks for the big sweep, early into the shot, beaten, but the ball is headed down leg"
1.1,"Sundar to S Dhawan, no run","quick, on a length, into the pads, pushed to midwicket"
0.6,"Udana to Shaw, FOUR runs","lovely flick-pull. Short of a length, hip-high, and he unfurls his wrists to impart power into this and hit it through square leg"
0.5,"Udana to Shaw, FOUR runs","slower ball, 102ks, but a leg-side half-volley, and Shaw clips it uppishly through midwicket for four"
0.4,"Udana to Shaw, no run","some seam movement?. On a length, on off, beats his push-drive with away movement. It does go off the seam a little"
0.3,"Udana to Shaw, FOUR runs","a touch too short, and Shaw is a short man so he has more time to pull this. He goes square of forward square leg, and along the ground"
0.2,"Udana to S Dhawan, 1 run","short of a length, into the body, tucked away towards long leg"
0.1,"Udana to Shaw, 1 leg bye","length ball on the pads, gets away with just one leg-bye"
17.4,"Shami to du Plessis, FOUR runs","and that'll do it! What middle order problems? Low full toss outside off, Faf leans in and punches that to the extra cover boundary to seal a ten-wicket win"
17.3,"Shami to du Plessis, SIX runs","oh come on Faf. One handed slice over extra cover. Full outside off, front leg in the leg side, bottom hand off the bat and that sails away"
17.2,"Shami to du Plessis, 2 runs","slower short ball at off stump, pulled to deep midwicket's left"
17.1,"Shami to Watson, 1 run","full outside off, sliced to sweeper's left. A miscue as he looks to muscle this"
16.6,"Jordan to du Plessis, 2 runs","full and wide outside off, looks to drive through the covers, gets a thick edge to third man's right"
16.5,"Jordan to du Plessis, FOUR runs","scythed past short third man. Yorker outside off, executed to perfection. But Faf opens the face late and gets it fine of that fielder"
16.4,"Jordan to du Plessis, FOUR runs","full toss wide outside off, slices it over point with ease"
16.3,"Jordan to Watson, 1 run","full and wide outside off, jammed out to sweeper's left"
16.2,"Jordan to du Plessis, 1 run","low full toss on middle, driven off the toe-end to long-on"
16.1,"Jordan to du Plessis, no run","yorker length just outside off, jammed into the covers"
15.6,"Ravi Bishnoi to Watson, FOUR runs","steamed past extra cover. Tossed up outside off, allows that to land and there's no nuance about this drive. Into the boundary rapidly"
15.5,"Ravi Bishnoi to du Plessis, 1 run","short outside off, cut to sweeper cover"
15.4,"Ravi Bishnoi to du Plessis, no run","googly, good length and in at off stump. Punched back to the bowler"
15.3,"Ravi Bishnoi to Watson, 1 run","short at middle, punched to deep midwicket off the back foot"
15.2,"Ravi Bishnoi to Watson, no run","short outside off, cut to extra cover"
15.1,"Ravi Bishnoi to Watson, no run","beaten. Good length, outside off and spinning past the attempted drive through the covers"
14.6,"Harpreet Brar to Watson, 1 run","yorker length on middle, jammed out to long-on"
14.5,"Harpreet Brar to Watson, SIX runs","pummeled over long-on and the equation is under run-a-ball now. Good length and sliding on outside off, down on one knee and drilled on the rise"
14.5,"Harpreet Brar to Watson, 1 wide","short and wide outside off, beaten on the cut. Pooran appeals for catch behind and is met with a wide call"
14.4,"Harpreet Brar to Watson, no run","short and wide outside off, left alone"
14.3,"Harpreet Brar to du Plessis, 1 run","short of a length at off stump, punched to extra cover's left"
14.2,"Harpreet Brar to du Plessis, FOUR runs",short outside off but skidding in with the angle. Uses that to pull firmly to long-on's right
14.1,"Harpreet Brar to du Plessis, 2 runs","short and wide outside off, carved between short third and backward point"
13.6,"Cottrell to du Plessis, 1 run","short and wide outside off, cut to sweeper's left"
13.6,"Cottrell to du Plessis, 1 wide","full slower ball, wide outside off. Left alone"
13.5,"Cottrell to Watson, 1 run","short at middle, mistimed pull to long-on"
13.5,"Cottrell to Watson, 1 wide",short and way down leg side
13.4,"Cottrell to Watson, SIX runs","pumped straight over the bowler. Short and at middle stump. Walks down into the leg side and hits this on the rise, almost a straight pull"
13.3,"Cottrell to Watson, no run",bouncer at middle stump. Beaten on the pull
13.2,"Cottrell to du Plessis, 1 run","bouncer at the front shoulder, top edge on the hook, falls short of the fielder"
13.1,"Cottrell to Watson, 1 run","full and in at middle stump, driven down to long-on"
12.6,"Harpreet Brar to du Plessis, no run","short and turning away outside off, beaten on the cut"
12.5,"Harpreet Brar to Watson, 1 run","short at middle stump, pulls aerially, on the bounce to long-on"
12.4,"Harpreet Brar to Watson, no run","full outside off, driven firmly to extra cover"
12.3,"Harpreet Brar to du Plessis, 1 run","short and just outside off, pulled to long-on's right"
12.2,"Harpreet Brar to du Plessis, 2 runs","jumps out and lofts this to sweeper's right. Good length outside off, steps out for the drive"
12.1,"Harpreet Brar to du Plessis, no run","good length on off stump, grips and stops. He pushes with hard hands into the covers"
11.6,"Ravi Bishnoi to Watson, no run","good length on leg stump, swept to short fine"
11.5,"Ravi Bishnoi to Watson, no run",beaten on the cut. Short and climbing into the corridor as he looks to slash that late. Extended appeal for catch by the bowler. He is on his own
11.4,"Ravi Bishnoi to du Plessis, 1 run","good length outside off, punched to long-off"
11.3,"Ravi Bishnoi to Watson, 1 run","short of deep midwicket. Good length outside off, lofted sweep dips on the man out there"
11.3,"Ravi Bishnoi to Watson, 1 wide","good length and very wide outside off, left alone"
11.2,"Ravi Bishnoi to Watson, FOUR runs","blazed past extra cover. Overpitched and wide outside off, drives firmly along the turf to that fielder's right"
11.1,"Ravi Bishnoi to Watson, no run","good length at middle stump, defended off the back foot"
10.6,"Jordan to Watson, 1 run","full and just outside off, lofted drive to long-off"
10.5,"Jordan to du Plessis, 1 run","fifty for Faf. Their best batsman this season keeps on going. Full and wide outside off, opens the face and runs it down to third man's right"
10.4,"Jordan to du Plessis, no run",good length and sliding onto middle stump. Defended into the pitch off the back foot. It bounces past the stumps
10.3,"Jordan to Watson, 1 run","yorker at leg stump, jammed down to long-on"
10.2,"Jordan to Watson, FOUR runs","crunched wide of mid-off and a Watson fifty at long last for CSK. They've waited long for this. And he's in it tonight. Full and wide outside off, trademark Watson stride out as he creams this drive"
10.1,"Jordan to Watson, FOUR runs","nowhere to hide for Jordan. Short and at the hips. Watson gets tall, allows it to come on and clips it to short fine's left"
9.6,"Shami to Watson, 1 run","overpitched on leg stump, driven aerially to long-on"
9.5,"Shami to du Plessis, 1 run",nails the yorker at off stump. Squeezed to square leg's right and hundred stand comes up for CSK
9.4,"Shami to Watson, 1 run","short outside off, chopped to third man's right"
9.3,"Shami to du Plessis, 1 run","short of a length at off stump, backs away and gets a leading edge to extra cover's left"
9.2,"Shami to du Plessis, no run","good length and just outside off, mistimed punch to extra cover"
9.1,"Shami to du Plessis, 2 runs","short at leg stump, nudged to deep square's right off the hips"
8.6,"Ravi Bishnoi to Watson, no run","good length just outside off, chopped into the covers off the front foot"
8.5,"Ravi Bishnoi to Watson, SIX runs","swept far, far over deep midwicket! What a connection on that, might be the biggest this season. 101 metres. Full and flat outside off, quickly down on one knee and a vicious sweep"
8.4,"Ravi Bishnoi to du Plessis, 1 run","full on off stump, driven along the floor to sweeper cover"
8.3,"Ravi Bishnoi to Watson, 1 run","good length and wide outside off, sliced to sweeper's left"
8.3,"Ravi Bishnoi to Watson, 1 wide","tossed up full and very wide outside off, left alone"
8.2,"Ravi Bishnoi to Watson, FOUR runs","short ball stays low at middle and would have had him plumb, but he pulls at this and gets an under-edge past short fine"
8.1,"Ravi Bishnoi to du Plessis, 1 run","full and wide outside off, driven to sweeper along the ground"
7.6,"Harpreet Brar to du Plessis, 1 run","full on leg stump, steps out and flicks to deep midwicket"
7.5,"Harpreet Brar to du Plessis, FOUR runs","beautiful. The perfect inside-out drive. Full on middle, jumps down to meet it at the pitch, opens the body just enough to make room, gets his angles perfect and gets it wide of long-off"
7.4,"Harpreet Brar to Watson, 1 run","short at middle stump, pulled on the bounce to long-on"
7.3,"Harpreet Brar to Watson, FOUR runs","terrible misfield. Shami at short fine. Full and down leg side, forceful sweep straight at the fielder. He lets it through, between his legs"
7.2,"Harpreet Brar to Watson, FOUR runs",smartly done. Good length ball coming in at middle. He steps across to expose the stumps and ramps this fine. Cottrell is too square at deep backward square to get to that
7.1,"Harpreet Brar to du Plessis, 1 run",good length and into the pads. Whipped to deep midwicket off the back foot
6.6,"Ravi Bishnoi to du Plessis, 1 run","full on middle stump, gets forward and flicks to deep midwicket"
6.5,"Ravi Bishnoi to du Plessis, FOUR runs",shot! Counterpunch. But that's a short ball. Faf is waiting on the front foot and swats it between deep square and deep midwicket
6.4,"Ravi Bishnoi to du Plessis, no run",lbw apeeal turned down. Cops this slider on the pad as he's deep in the cresae for the glance. Going down
6.3,"Ravi Bishnoi to du Plessis, no run",beaten. Good length and turning away marginally outside off as Faf looks to drive. Got that to dip on the batsman
6.2,"Ravi Bishnoi to du Plessis, no run","good length outside off, jabbed to backward point off the back foot"
6.1,"Ravi Bishnoi to Watson, 1 run","good length and sliding on in the corridor, hurriedly tapped into the covers"
5.6,"Jordan to du Plessis, FOUR runs",hammered past Watson! Slower short ball rising slowly at a middle stump line. He backs into the leg side and flat-bat its past his partner's ankles
5.5,"Jordan to du Plessis, FOUR runs","down to third man where there isn't anyone. Short and wide outside off, has a slash, thick outside edge between short third and backward point"
5.4,"Jordan to du Plessis, FOUR runs","swatted away. Short and wide outside off, shuffles into line and drags the pull wide of mid-on"
5.3,"Jordan to du Plessis, 2 runs","evades Sarfraz's dive after running back from extra cover. Slower short ball wide outside off, ends up slicing this after stepping out and making room"
5.2,"Jordan to du Plessis, FOUR runs","scooped after a long wait, fine of short fine leg. Slower ball at a good length outside off, drops down on a knee into the side and waits and waits before executing this"
5.1,"Jordan to Watson, 1 run","short and just outside off, cut to deep point"
4.6,"Shami to Watson, 1 run","slower ball at a length just outside off, uppish drive off the back foot, down to long-off"
4.5,"Shami to Watson, no run",beaten on the pull. Might have been a slower one that gripped and rose more than Watson expected outside off
4.4,"Shami to du Plessis, 1 run","short and into the mid-riff, deflected fine with a pull shot"
4.3,"Shami to du Plessis, no run","mistimed drive to midwicket. Overpitched outside off, shuffles into line but gets too much bottom hand as he looks to drive this"
4.2,"Shami to du Plessis, 2 runs","good length and on leg stump, flicked to fine leg's left"
4.1,"Shami to du Plessis, FOUR runs","oh neatly clipped away. Good length slower ball at middle, he a walked deep into the crease and across and had to wait. But did it to perfection as he picked this up over square leg"
4.1,"Shami to du Plessis, 1 wide","short and down leg side, steps across and is beaten on the pull"
3.6,"Harpreet Brar to du Plessis, 1 run","full on off, driven to long-off"
3.5,"Harpreet Brar to du Plessis, no run","massive lbw appeal as he's struck in front of middle but there might have been an inside edge. He was looking to sweep from off stump. Replays will be interesting it hits his back thigh, which might have been outside the line of off stump. Pooran signalled bat, Rahul signals outside off they might both be right"
3.4,"Harpreet Brar to Watson, 1 run","short at middle stump, deep in the crease to clip this to deep midwicket"
3.3,"Harpreet Brar to Watson, FOUR runs",lofted straight again. Long-off is out. He gets forward to this full ball and hits it a little leg side of him
3.2,"Harpreet Brar to Watson, no run",good length ball sliding onto the pads as he goes deep in the crease. Struck outside leg stump trying to glance
3.1,"Harpreet Brar to du Plessis, 1 run","full on middle stump, steps out and drives to mid-on"
2.6,"Cottrell to Watson, no run","short outside off, cut straight to backward point"
2.5,"Cottrell to Watson, FOUR runs","drilled over his partner. Classy. Good length outside off, stride down the pitch and swinging room on the drive allows him to loft it"
2.4,"Cottrell to du Plessis, 1 run","full slower ball at off stump, driven straight to mid-off"
2.3,"Cottrell to du Plessis, 2 runs","safely over square leg. Short ball at middle, gets a lot of elevation on the pull"
2.2,"Cottrell to Watson, 1 run","short and wide outside off, thick edge to third man as he cuts"
2.1,"Cottrell to du Plessis, 1 run","full and wide outside off, mistimed drive to mid-off's left"
1.6,"Shami to Watson, no run","short of a length, just outside off. Cramping him on the cut, which is on the bounce to backward point"
1.5,"Shami to Watson, no run","short and just outside off, punched to mid-off's left"
1.4,"Shami to du Plessis, 1 run","good length at middle stump, nudged to mid-on's right off the back foot"
1.3,"Shami to Watson, 1 run","short and in the corridor, dabbed down the third man, 141.9kph"
1.3,"Shami to Watson, 5 wide","oh, poor. Full and swung down leg side. Pooran can't even get a hand on that with the dive"
1.2,"Shami to Watson, no run","beaten on the cut. Short and just outside off, past the bat quickly as he looks to cut"
1.1,"Shami to Watson, no run","oh unplayable. That might the perfect ball. Good length, bolt upright seam, very late swerve away as it lands at a length in the corridor. Narrowly past the outside edge as Watson looks to defend"
0.6,"Cottrell to du Plessis, no run","good length and just outside off, defended off the back foot"
0.5,"Cottrell to Watson, 1 run","just clears mid-off! Almost one too many. Full ball just outside off, pushes onto the front foot to try and loft again, this time in the off side. The handle turns in his hand and it's over Rahul's right shoulder before landing safely"
0.4,"Cottrell to Watson, FOUR runs",lofted over mid-on! Full inswinging ball at middle stump and he uses the angle to close the face and clear the infield. Nice trademark forward stride on that too
0.3,"Cottrell to Watson, FOUR runs",short and into the hips with the swing. Stands tall and turns it fine with a glance
0.2,"Cottrell to Watson, no run","good length and swung in sharply at middle stump, solidly defended on the front foot"
0.1,"Cottrell to Watson, no run",full and swung into the corridor. Jammed into the pitch off the inside half
19.6,"Thakur to Khan, 1 run","low full toss outside off, has a slog and it's miscued. Trickles to long-on's right"
