match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary
10,AFG,1,17.1,4,"Mohammad Hasnain to Rashid Khan, FOUR runs","Short arm jab over midwicket! Picks the length early, which is in the slot, stays back and picks this up over the infielder"
10,AFG,1,17.2,0,"Mohammad Hasnain to Rashid Khan, no run","Comes down the ground and looks to flat bat this straight, but it's a slower ball and Rashid is early on the stroke. Gets the toe-end of the bat back to Hasnain"
10,AFG,1,17.3,1,"Mohammad Hasnain to Rashid Khan, 1 run","Wild slash high behind point on the offside! The man runs back and dives, but is unable to get anywhere near it."
10,AFG,1,17.4,1,"Mohammad Hasnain to Azmatullah, 1 run","Short again, pulled towards midwicket for one"
10,AFG,1,17.5,1,"Mohammad Hasnain to Rashid Khan, 1 run","fuller and slower on the stumps, worked around the corner but straight to short fine leg. Just the one."
10,AFG,1,17.6,1,"Mohammad Hasnain to Azmatullah, 1 run","Length outside off, looks for the big drive through the covers but ends up with thick bottom edge down to third man for one"
10,AFG,1,18.1,0,"Naseem Shah to Azmatullah, no run","Slower bouncer, Omarzai goes early on the pull and misses"
10,AFG,1,18.2,4,"Naseem Shah to Azmatullah, FOUR runs","Sliced past point! Attempted yorker but he misses the length, and it ends up a low full toss. Still needed to be dispatched though."
10,AFG,1,18.3,1,"Naseem Shah to Azmatullah, 1 run","Another slower ball, on a length. Once more early on the pull as this hits the batter on the pad. You can hear his frustration at missing out on the stump mic"
10,AFG,1,18.4,0,"Naseem Shah to Rashid Khan, no run","Another slower short ball, 107kph, swing and a miss from Rashid."
10,AFG,1,18.5,1,"Naseem Shah to Rashid Khan, 1 run","Another slower ball, 105kph, this time from the back of the hand. Swept/pulled towards deep square leg"
10,AFG,1,18.6,0,"Naseem Shah to Azmatullah, no run","A rapid yorker on leg stump, 141kph, to finish! Strikes him on the boot but it's going down leg. Great over from Naseem."
10,AFG,1,19.1,0,"Haris Rauf to Rashid Khan, no run","Slower ball to start, 126kph, outside off. Swing and a miss and Rashid looks to heave this over midwicket"
10,AFG,1,19.2,0,"Haris Rauf to Rashid Khan, no run","Slower length ball, and it's another swing and a miss! Just misses the off peg too. Rashid looking to throw the kitchen sink at this."
10,AFG,1,19.3,6,"Haris Rauf to Rashid Khan, SIX runs","Pace-on, and it's outta here! This is on a length on off, 141kph, Rashid makes room and just uppercuts this over sweeper cover. Cracking shot!"
10,AFG,1,19.4,4,"Haris Rauf to Rashid Khan, FOUR runs","Short arm jab down the ground now! Another quicker ball on a length, Rashid skips down the ground and flat bats this hard and straight."
10,AFG,1,19.5,0,"Haris Rauf to Rashid Khan, no run","Pace-on again, 138kph, on a length. Rashid charges again, but this time he gets an inside edge through to the keeper on the bounce"
10,AFG,1,19.6,0,"Haris Rauf to Rashid Khan, no run","Short ball, 141kph, Rashid swings and misses. And that's that, as Afghanistan have to settle for their lowest total at Sharjah batting first, having faced their full allotment of 20 overs."
11,AFG,2,0.1,0,"Bhuvneshwar to Hazratullah Zazai, no run","Distinct swing away from a length, moving past the off stump. Left alone."
11,AFG,2,0.2,0,"Bhuvneshwar to Hazratullah Zazai, no run","length, angling and shaping away again from the left hander from over the wicket. Dabbed to point."
11,AFG,2,0.3,0,"Bhuvneshwar to Hazratullah Zazai, no run","attempted yorker, tries to bring this one back in. Doesn't quite hit the length he wants, dug out back to the bowler."
11,AFG,2,0.4,W,"Bhuvneshwar to Hazratullah Zazai, OUT","This time he's on the money! Full and shaping in, raps him on the back pad having pitched on middle and leg, and straightened. Zazai reviews after a brief consultation with Gurbaz, but this looked pretty plumb. And yes, it's three reds. Afghanistan lose a review."
11,AFG,2,0.5,1,"Bhuvneshwar to Ibrahim Zadran, 1 run","Swings in sharply to the right hander from a length, clipped behind square leg off the pads"
11,AFG,2,0.6,W,"Bhuvneshwar to Rahmanullah, OUT","That's a corker! Bowls him through the gate! This is on a good length, draws the batter forward on a tentative front foot push, and then it seams through the gap inbetween bat and pad to knock back off stump."
11,AFG,2,1.1,0,"Chahar to Ibrahim Zadran, no run","full, swinging away. Driven to cover."
11,AFG,2,1.2,0,"Chahar to Ibrahim Zadran, no run","length and on off, again shaping and nipping away. Left alone"
11,AFG,2,1.3,0,"Chahar to Ibrahim Zadran, no run","fuller and a little wider of off, swinging away. Swings a tentative bat at this, but doesn't get the connection he wants"
11,AFG,2,1.4,1,"Chahar to Ibrahim Zadran, 1 run","length outside off, swinging in now. Stays back and punches this past point"
11,AFG,2,1.5,1,"Chahar to Karim Janat, 1 run","good length in the channel outside off, shaping away. The batter is unsure on the shot, looks to play at first and then chooses to leave, ends up deflecting off the toe-end of the bat down to third man"
11,AFG,2,1.6,4,"Chahar to Ibrahim Zadran, FOUR runs","back of a length outside off, cuts this uppishly just past a diving point for the Afghanistan's first boundary of the day"
11,AFG,2,2.1,0,"Bhuvneshwar to Karim Janat, no run","short of a length outside off, cut but straight to cover"
11,AFG,2,2.2,1,"Bhuvneshwar to Karim Janat, 1 run","length, shaping in towards middle and leg, stays back and nudges this to mid-on for a quick single"
11,AFG,2,2.3,1,"Bhuvneshwar to Ibrahim Zadran, 1 run","good length, swinging in towards off, back foot punch to the left of mid-off"
11,AFG,2,2.4,W,"Bhuvneshwar to Karim Janat, OUT",Outswinger induces the edge and Kohli gobbles it up at first slip! Janat guilty of following the ball there a bit as he hangs a lazy bat out. Bhuvi though is on fire!
11,AFG,2,2.5,0,"Bhuvneshwar to Zadran, no run","good length shaping in on the stumps, knocked towards mid-on"
11,AFG,2,2.6,W,"Bhuvneshwar to Zadran, OUT","Another in swinger and another lbw! This is given but Zadran reviews. It looked dead though and the replays prove it. This was full on the stumps, and swinging in towards middle and leg. Afghanistan are folding fast here."
11,AFG,2,3.1,0,"Chahar to Ibrahim Zadran, no run","Full on off, defended"
11,AFG,2,3.2,0,"Chahar to Ibrahim Zadran, no run","Shaping away off a length, hangs a bat at this and misses"
11,AFG,2,3.3,1,"Chahar to Ibrahim Zadran, 1 run","full on off, driven well but not timed. Mid-off dives to his left to stop the boundary"
11,AFG,2,3.4,4,"Chahar to M Nabi, FOUR runs",Crunched through the covers! This was certified half-volley and Nabi was on it in a flash with a sweet drive.
11,AFG,2,3.5,3,"Chahar to M Nabi, 3 runs","Strays on the pads, now and this is clipped past square leg. It's the long boundary through so doesn't quite have the legs to get to the ropes"
11,AFG,2,3.6,1,"Chahar to Ibrahim Zadran, 1 run","back of a length on off, stays back and guides this past point for one"
11,AFG,2,4.1,0,"Bhuvneshwar to Ibrahim Zadran, no run","good length on the stumps, no swing this time. Defended."
11,AFG,2,4.2,0,"Bhuvneshwar to Ibrahim Zadran, no run","full on off, driven but straight to cover"
11,AFG,2,4.3,1,"Bhuvneshwar to Ibrahim Zadran, 1 run","length on the stumps, nudged to mid-on for a quick single"
11,AFG,2,4.4,0,"Bhuvneshwar to M Nabi, no run","length ball, wicket to wicket. Defended on the back foot"
11,AFG,2,4.5,0,"Bhuvneshwar to M Nabi, no run","good length a touch outside off, pushed towards cover on the front foot"
11,AFG,2,4.6,0,"Bhuvneshwar to M Nabi, no run","Slower ball, it's the off cutter and there's a huge appeal for LBW after this beats the inside edge and hits the front pad on the forward defence. Given not out and India waste no time in reviewing. It's very close, but the impact is umpire's call even though the ball is going on to strike the stumps. Stays not out but India retain their review."
11,AFG,2,5.1,0,"Arshdeep Singh to Ibrahim Zadran, no run","Over the wicket shaping away from the right hander, defended towards cover"
11,AFG,2,5.2,0,"Arshdeep Singh to Ibrahim Zadran, no run","How has that missed?! This goes right through Ibrahim, who looks to whip this onside, but is beaten by the seam movement. Beats the outside edge and the top of off."
11,AFG,2,5.3,1,"Arshdeep Singh to Ibrahim Zadran, 1 run","good length on off, shaping in a touch now. Nudged down to third man"
11,AFG,2,5.4,0,"Arshdeep Singh to M Nabi, no run","good length, nipping away, catches a leading edge past point as the batter looks to work this onside"
11,AFG,2,5.5,W,"Arshdeep Singh to M Nabi, OUT","Another lbw shout and this time it's given! But Afghanistan don't have a review. So the batter has to go, this looked like it might have been on the edge in terms of pitching in line with leg, but no matter now."
11,AFG,2,5.6,1,"Arshdeep Singh to Azmatullah, 1 run","strays on the pads, and this is whipped down to deep backward square leg"
11,AFG,2,6.1,0,"Bhuvneshwar to Azmatullah, no run","Good length on the stumps, pushed to mid-off."
11,AFG,2,6.2,0,"Bhuvneshwar to Azmatullah, no run","good length on off, opens the face and pushes this to point"
11,AFG,2,6.3,0,"Bhuvneshwar to Azmatullah, no run","full on off, attempted drive but straight into the turf back to the bowler"
11,AFG,2,6.4,0,"Bhuvneshwar to Azmatullah, no run","goes for the big booming drive, but this swings away sharply and beats the outside edge"
11,AFG,2,6.5,W,"Bhuvneshwar to Azmatullah, OUT","Chipped to cover! And that's a five-for for Bhuvneshwar. This was a slower knuckle ball, that catches the batter early on the drive. It's one of the easiest catches Dinesh Karthik will ever take."
11,AFG,2,6.6,0,"Bhuvneshwar to Rashid Khan, no run","nipping in from outside off, and the batter just about keeps this out. End of a cracking spell from Bhuvneshwar."
11,AFG,2,7.1,4,"Arshdeep Singh to Ibrahim Zadran, FOUR runs","good length, shaping in, but it's on the pads. Glanced down to the fine leg boundary!"
11,AFG,2,7.2,0,"Arshdeep Singh to Ibrahim Zadran, no run","Outswinger, starting outside leg and towards middle, almost catches the leading edge back to the bowler"
11,AFG,2,7.3,1,"Arshdeep Singh to Ibrahim Zadran, 1 run","Short on middle, pulled unconvincingly towards deep square leg"
11,AFG,2,7.4,0,"Arshdeep Singh to Rashid Khan, no run","good length on leg, defended back towards the bowler"
11,AFG,2,7.5,0,"Arshdeep Singh to Rashid Khan, no run","length, wide of off, goes hard on the cut but can't connect"
11,AFG,2,7.6,0,"Arshdeep Singh to Rashid Khan, no run","short ball, 132kph, ducked under"
11,AFG,2,8.1,1,"Axar Patel to Ibrahim Zadran, 1 run","full on off, driven towards long off"
11,AFG,2,8.2,1,"Axar Patel to Rashid Khan, 1 run","Comes down the track now, and drives this hard but there's a man at long off"
11,AFG,2,8.3,0,"Axar Patel to Ibrahim Zadran, no run","good length on off, stays back and cuts this to point"
11,AFG,2,8.4,0,"Axar Patel to Ibrahim Zadran, no run",gets back and defends this off a length
11,AFG,2,8.5,0,"Axar Patel to Ibrahim Zadran, no run",gets a good stride in and defends this off a good length
11,AFG,2,8.6,1,"Axar Patel to Ibrahim Zadran, 1 run","pushed through on off, driven down the ground to the left of a diving Axar"
11,AFG,2,9.1,0,"Ashwin to Ibrahim Zadran, no run","good length on the stumps, pushed back to Ashwin"
11,AFG,2,9.2,1,"Ashwin to Ibrahim Zadran, 1 run","length on off, gets forward and pushes this past point"
11,AFG,2,9.3,2,"Ashwin to Rashid Khan, 2 runs",back foot punch into the covers off a length for a couple
11,AFG,2,9.4,0,"Ashwin to Rashid Khan, no run","good length off break on the stumps, gets forward and defends"
11,AFG,2,9.5,1,"Ashwin to Rashid Khan, 1 run","comes down the track, Ashwin seeing this bowls it a touch slower and wider. The batter manages to stretch and drive this down to long off"
11,AFG,2,9.6,1,"Ashwin to Ibrahim Zadran, 1 run",gets back to this length ball outside off and cuts it towards sweeper cover
11,AFG,2,10.1,1,"Axar Patel to Ibrahim Zadran, 1 run","pushed through short of a length on middle and leg, back foot punch into the covers"
11,AFG,2,10.2,4,"Axar Patel to Rashid Khan, FOUR runs","Powerful drive into the extra cover boundary! This was tossed up outside off, and Rashid gives it his all to beat the man in the deep."
11,AFG,2,10.3,0,"Axar Patel to Rashid Khan, no run","Good length on off, goes for the pull and misses"
11,AFG,2,10.4,0,"Axar Patel to Rashid Khan, no run","Quicker ball outside off, beaten on the attempted cut this time"
11,AFG,2,10.5,0,"Axar Patel to Rashid Khan, no run","good length on off, defensive push square on the offside"
11,AFG,2,10.6,4,"Axar Patel to Rashid Khan, FOUR runs","Swept cleanly to deep backward square leg! Picks the length early and gets in position well, does Rashid."
11,AFG,2,11.1,1,"Ashwin to Ibrahim Zadran, 1 run","short and wide, cut hard but there's a man at deep cover point"
11,AFG,2,11.2,0,"Ashwin to Rashid Khan, no run","length on off, back foot push to extra cover"
11,AFG,2,11.3,1,"Ashwin to Rashid Khan, 1 run","flat on the stumps, gets down early and sweeps this towards deep square leg"
11,AFG,2,11.4,0,"Ashwin to Ibrahim Zadran, no run","tossed up on middle and leg, whipped but straight to midwicket"
11,AFG,2,11.5,0,"Ashwin to Ibrahim Zadran, no run","good length on middle and leg, deceived by the wrong'un as he looks to work this onside"
11,AFG,2,11.6,2,"Ashwin to Ibrahim Zadran, 2 runs",gets back and punches this into the vacant space in the covers for a couple
11,AFG,2,12.1,1,"Axar Patel to Rashid Khan, 1 run",skips down the track and chips this towards long off
11,AFG,2,12.2,1,"Axar Patel to Ibrahim Zadran, 1 run","Almost beaten on the inside edge off this attempted drive, as this goes on with the arm. Catches the inside half of the bat to long-on"
11,AFG,2,12.3,0,"Axar Patel to Rashid Khan, no run","short and wide, and cut but straight to backward point"
11,AFG,2,12.4,1,"Axar Patel to Rashid Khan, 1 run","wide on off, cut again but this time towards deep cover"
11,AFG,2,12.5,0,"Axar Patel to Ibrahim Zadran, no run","good length, driven back to the bowler"
11,AFG,2,12.6,4,"Axar Patel to Ibrahim Zadran, FOUR runs","Timing! Short outside off, Rashid rocks back and cuts this sweetly in front of square"
11,AFG,2,13.1,W,"Hooda to Rashid Khan, OUT","And he strikes straight away! Sees Rashid coming down the track and drags this shorter, Rashid adjusts and looks to whip this to the square leg fence, but he can only manage to find the man at deep midwicket, who comes in to take an easy catch"
11,AFG,2,13.2,0,"Hooda to Ibrahim Zadran, no run",Fielded! Back foot punch down the ground and Hooda dives full length to his right to save the run.
11,AFG,2,13.3,1,"Hooda to Ibrahim Zadran, 1 run","strays on the pads, worked towards deep backward square leg"
11,AFG,2,13.4,0,"Hooda to Mujeeb, no run","good length on the stumps, nudged square on the onside"
11,AFG,2,13.5,1,"Hooda to Mujeeb, 1 run","Again on the pads, gets better contact this time down towards deep square leg"
11,AFG,2,13.6,1,"Hooda to Ibrahim Zadran, 1 run","back of a length on the stumps, back foot punch down the ground"
11,AFG,2,14.1,0,"Chahar to Ibrahim Zadran, no run","Back of a length on off, defended on the back foot"
11,AFG,2,14.2,2,"Chahar to Ibrahim Zadran, 2 runs","back of length outside off, keeps low and the batter gets a under edge on the back foot drive, down to third man"
11,AFG,2,14.3,1,"Chahar to Ibrahim Zadran, 1 run","Length on off, watches this on to the bat, and guides it down to third man"
11,AFG,2,14.4,1,"Chahar to Mujeeb, 1 run","Full on middle and leg, stays in the crease and works this down towards deep backward square leg"
11,AFG,2,14.5,1,"Chahar to Ibrahim Zadran, 1 run","good length on off, dabbed down to third man"
11,AFG,2,14.6,1,"Chahar to Mujeeb, 1 run","Full on off, driven square opening the face towards deep cover point"
11,AFG,2,15.1,4,"Ashwin to Mujeeb, FOUR runs","good length on middle and leg, reverse sweep over short third!"
11,AFG,2,15.2,0,"Ashwin to Mujeeb, no run","good length on off, defended towards short third"
11,AFG,2,15.3,0,"Ashwin to Mujeeb, no run","bit of sharp turn and bounce, beats the batter on the inside edge onto the thigh guard"
11,AFG,2,15.4,0,"Ashwin to Mujeeb, no run","length on off, pushed square on the off side"
11,AFG,2,15.5,6,"Ashwin to Mujeeb, SIX runs","Launched over long-on! Down the ground, gets to the pitch and hits right through the line. There's a man on the boundary, but he has no chance"
11,AFG,2,15.6,0,"Ashwin to Mujeeb, no run","good length on off, opens the face and looks to guide this past first slip, who is equal to it and stops the run with a dive down to his right"
11,AFG,2,16.1,0,"Chahar to Ibrahim Zadran, no run","back of a length on off, back foot punch towards extra cover"
11,AFG,2,16.2,4,"Chahar to Ibrahim Zadran, FOUR runs","Flat batted over mid-off! This was back of a length, and it's dispatched cleanly by Ibrahim."
11,AFG,2,16.3,0,"Chahar to Ibrahim Zadran, no run","swing and a miss. Looks to cut this shorter one, but is beaten for pace."
11,AFG,2,16.4,1,"Chahar to Ibrahim Zadran, 1 run",Short arm jab straight back over the bowler. Doesn't time this though as long-on comes forward to collect.
11,AFG,2,16.5,1,"Chahar to Mujeeb, 1 run","short outside off, pulls this straight, down towards long-on"
11,AFG,2,16.6,1,"Chahar to Ibrahim Zadran, 1 run","good length on off, driven between point and cover for one"
11,AFG,2,17.1,1w,"Ashwin to Ibrahim Zadran, 1 wide","slides down leg, wide given"
11,AFG,2,17.1,0,"Ashwin to Ibrahim Zadran, no run","good length on off, stays in the crease and punches this to wide mid-off"
11,AFG,2,17.2,1,"Ashwin to Ibrahim Zadran, 1 run","full on the stumps, driven down to long off"
11,AFG,2,17.3,1w,"Ashwin to Mujeeb, 1 wide","quicker ball, 98kph, slides down leg"
11,AFG,2,17.3,4,"Ashwin to Mujeeb, FOUR runs","What a shot! Telegraphs this, and Ashwin slides it down leg, but Mujeeb goes for the reverse hit anyway and connects, into space over extra cover!"
11,AFG,2,17.4,W,"Ashwin to Mujeeb, OUT","Carrom ball castles him! Comes down the track and yorks himself, ends up missing the on drive and gets his middle peg disturbed"
11,AFG,2,17.5,0,"Ashwin to Fareed Ahmad, no run","around the wicket, defended on the stumps"
11,AFG,2,17.6,1w,"Ashwin to Fareed Ahmad, 1 wide","good length, but slides too far down leg"
11,AFG,2,17.6,0,"Ashwin to Fareed Ahmad, no run","good length on the pads, deflects up off the pad - looks like - and Pant dives forward to take the catch. Half-hearted appeal but there's no bat there."
11,AFG,2,18.1,2,"Axar Patel to Ibrahim Zadran, 2 runs","short of a length on the stumps, back foot punch past extra cover"
11,AFG,2,18.2,1,"Axar Patel to Ibrahim Zadran, 1 run","length on off, cut this time towards deep cover"
11,AFG,2,18.3,1,"Axar Patel to Fareed Ahmad, 1 run","length on the stumps, flicked towards square leg"
11,AFG,2,18.4,1,"Axar Patel to Ibrahim Zadran, 1 run","full outside off, gets on one knee and drives this towards sweeper cover"
11,AFG,2,18.5,0,"Axar Patel to Fareed Ahmad, no run","short of a length on the stumps, clipped to midwicket"
11,AFG,2,18.6,0,"Axar Patel to Fareed Ahmad, no run","fuller on the stumps, big heave towards deep midwicket, doesn't time it as he would like though"
11,AFG,2,19.1,2,"Karthik to Ibrahim Zadran, 2 runs","short of a length on the stumps, pulled towards deep midwicket"
11,AFG,2,19.2,6,"Karthik to Ibrahim Zadran, SIX runs",tossed up and hoicked over deep midwicket! That's the fifty for Ibrahim and the 100 up for Afghanistan!
11,AFG,2,19.3,6,"Karthik to Ibrahim Zadran, SIX runs",Leans back and pulls this straight down the ground over long on!
11,AFG,2,19.4,2,"Karthik to Ibrahim Zadran, 2 runs","tossed up again, again the batter goes back and big. This time it's not to the boundary but in between long on and deep midwicket"
11,AFG,2,19.5,2,"Karthik to Ibrahim Zadran, 2 runs","tossed up on off, driven high over cover"
11,AFG,2,19.6,0,"Karthik to Ibrahim Zadran, no run","good length on off, driven hard to extra cover. And that's that! India secure their second-biggest T20I win, as they win by 101 runs."
11,INDIA,1,14.1,0,"Mujeeb to Kohli, no run","carrom ball, down the wicket, not to its pitch, defended"
11,INDIA,1,14.2,0,"Mujeeb to Kohli, no run","gets width and shortness of length, but his punch goes straight to extra cover"
11,INDIA,1,14.3,1,"Mujeeb to Kohli, 1 run","looks to slog this over leg, but gets a bit of an inside edge for one. Lucky it doesn't carry to the fielder in the deep"
11,INDIA,1,14.4,1,"Mujeeb to Pant, 1 run","offbreak, flicked to deep midwicket for one"
11,INDIA,1,14.5,1,"Mujeeb to Kohli, 1 run","inner half of the bat on the slog, gets a single to deep midwicket"
11,INDIA,1,14.6,1,"Mujeeb to Pant, 1 run","leading edge as he looks to work this to leg, gets a single towards long-on"
11,INDIA,1,15.1,0,"Rashid Khan to Pant, no run","down the wicket, Rashid pulls back the length, pushes this to midwicket"
11,INDIA,1,15.2,1,"Rashid Khan to Pant, 1 run","short of a length, outside off, pushed straight of point for one"
11,INDIA,1,15.3,1,"Rashid Khan to Kohli, 1 run","down the wicket, gets to the pitch of the ball, doesn't quite get the elevation, and gets a single to long-off"
11,INDIA,1,15.4,1,"Rashid Khan to Pant, 1 run","short of a length, outside off, cut away to deep cover for one"
11,INDIA,1,15.5,6,"Rashid Khan to Kohli, SIX runs","that is not easy. To hit Rashid for a six after giving him the charge. Rashid does shorten the length as he sees him coming, but he manages to send this over wide long-on for a six"
11,INDIA,1,15.6,2,"Rashid Khan to Kohli, 2 runs","worked past short fine, comes back for two. Kohli needs 32 in four overs for a hundred"
11,INDIA,1,16.1,1,"Fareed Ahmad to Pant, 1 run","short of a length, into the body, punched into the leg side for one"
11,INDIA,1,16.2,1,"Fareed Ahmad to Kohli, 1 run","yorker, outside off, dug out towards long-on for one"
11,INDIA,1,16.3,4,"Fareed Ahmad to Pant, FOUR runs","Mujeeb is too far in. Pant completely mistimes the hook of a slower bouncer, but Mujeeb is caught running back, and gets only a hand to it at fine leg"
11,INDIA,1,16.4,1,"Fareed Ahmad to Pant, 1 run","wide low full toss, drilled to long-off for one"
11,INDIA,1,16.5,4,"Fareed Ahmad to Kohli, FOUR runs",lovely improvisation. Shuffles across the wicket and drags a low full toss wide of short fine leg for four. No. 71 is on
11,INDIA,1,16.6,4,"Fareed Ahmad to Kohli, FOUR runs","he is racing towards it. His numbers are great at the death once he got his eye in. Walks down at him, flicks a length ball over square leg for four more"
11,INDIA,1,17.1,1w,"Fazalhaq Farooqi to Pant, 1 wide","tries the wide yorker, but overcooks it"
11,INDIA,1,17.1,1,"Fazalhaq Farooqi to Pant, 1 run","yorker, can't do much with it but take a single to long-on"
11,INDIA,1,17.2,2,"Fazalhaq Farooqi to Kohli, 2 runs","slower short ball, walks at it, pulls this down, between deep midwicket and long-on, comes back for two"
11,INDIA,1,17.3,4,"Fazalhaq Farooqi to Kohli, FOUR runs",wide yorker. Perhaps just short of it. That's all Kohli needs to steer it past point for four. He is at his best when he has had his eye in by the time the death overs arrive
11,INDIA,1,17.4,2,"Fazalhaq Farooqi to Kohli, 2 runs","slower bouncer, pulled down, and straight of deep midwicket, comes back for two more"
11,INDIA,1,17.5,4,"Fazalhaq Farooqi to Kohli, FOUR runs","it's all going Kohli's way. Walks at him again, Farooqi digs it in, Kohli looks to go over mid-off still, but gets a thick edge over short third"
11,INDIA,1,17.6,1,"Fazalhaq Farooqi to Kohli, 1 run","slower ball, on a length, punched down to long-off for one"
11,INDIA,1,18.1,4,"Fareed Ahmad to Kohli, FOUR runs","wide length ball, and he has smashed it between long-off and long-on. Can't do anything wrong. That's his best in T20Is"
11,INDIA,1,18.2,6,"Fareed Ahmad to Kohli, SIX runs","there is No. 71. Who would have thought it would come in this format? Short of a length, lovely pull shot. Flat and over deep midwicket. Big smile on his face. Looks up at the skies. Kisses his wedding ring. The drought has ended"
11,INDIA,1,18.3,2,"Fareed Ahmad to Kohli, 2 runs","digs this out to extra cover, runs for one, gives it up because he can't make it, but there is no direct hit. He gets an overthrow too"
11,INDIA,1,18.4,2,"Fareed Ahmad to Kohli, 2 runs","full and wide, misses the yorker, lovely drive over extra cover, gets back for two"
11,INDIA,1,18.5,1,"Fareed Ahmad to Kohli, 1 run","walks down, hits a full toss down the ground for one. Just got too close to it"
11,INDIA,1,18.6,4,"Fareed Ahmad to Pant, FOUR runs","another drop. Afghanistan having a shocker in the field. Slower bouncer, Pant gets a massive top edge, Mujeeb runs in from long leg, but it goes through his hands"
11,INDIA,1,19.1,6,"Fazalhaq Farooqi to Kohli, SIX runs","now he is just showing off. This is vintage Kohli at the death. Dances down the track, gets under a slower length ball and sends it sailing over long-off"
11,INDIA,1,19.2,6,"Fazalhaq Farooqi to Kohli, SIX runs","no-look six. Slower short ball, sits up to be hit, and he sends it smack over deep square. What fun Kohli is having"
11,INDIA,1,19.3,4,"Fazalhaq Farooqi to Kohli, FOUR runs","What can Afghanistan do to stop him? He goes for the yorker on off, misses his length a little, and Kohli makes room to cover-drive this wide of extra cover and hard"
11,INDIA,1,19.4,1,"Fazalhaq Farooqi to Kohli, 1 run","slower ball, on the pads, he flicks this, but because of the lack of pace it goes towards deep square and not fine leg"
11,INDIA,1,19.5,1,"Fazalhaq Farooqi to Pant, 1 run","yorker, outside off, drilled to long-on for one"
11,INDIA,1,19.6,0,"Fazalhaq Farooqi to Kohli, no run","Kohli is looking for the wide, but he is down the track so this bouncer is allowed to stay"
12,SL,2,0.1,1,"Mohammad Hasnain to Nissanka, 1 run","fullish ball on middle, and angling into leg stump. Worked to the leg side off his pads to the vacant square-leg region for a single"
12,SL,2,0.2,W,"Mohammad Hasnain to Mendis, OUT","the slip cordon is in play! And pretty much the near-perfect start for Pakistan. The aggressive Kusal Mendis pokes at a short-ish ball that was seaming away from him. Played away from his body, takes the edge, and it floats into the hands of first slip."
12,SL,2,0.3,0,"Mohammad Hasnain to Gunathilaka, no run","short of length on middle, keeping him on the back foot. Fended with soft hands to the off side"
12,SL,2,0.4,1lb,"Mohammad Hasnain to Gunathilaka, 1 leg bye","short of a length on leg stump. Seaming down leg slightly. Tries to clip it off his hips, but hits his body. They scurry across for one"
12,SL,2,0.5,0,"Mohammad Hasnain to Nissanka, no run","good length ball, fourth-stump line. Nissanka taps it from near his chest to the off side"
12,SL,2,0.6,0,"Mohammad Hasnain to Nissanka, no run","just two off the over - what Pakistan would've wanted from the young Hasnain. Another length ball around off stump. Decent bounce, rising near his chest region. Fended to the off side"
12,SL,2,1.1,0,"Haris Rauf to Gunathilaka, no run","full ball, on off. Full face of the bat in his checked drive. To mid off"
12,SL,2,1.2,W,"Haris Rauf to Gunathilaka, OUT","Rizwan snaps this up! And he's displayed some mega air time diving to his left and taking it from where first slip was. Rauf bowls a nothing delivery. Short and wide, and angling away. Gunathilaka tried to set the tone by hitting a cut square, but the extra bounce induces the edge, and if there was any doubts over Rizwan's mobility, those doubts are buried!"
12,SL,2,1.3,0,"Haris Rauf to Dhananjaya, no run",defended away
12,SL,2,1.4,1,"Haris Rauf to Dhananjaya, 1 run","two slips now. Length ball, a bit wide outside off. Poked away past point"
12,SL,2,1.5,0,"Haris Rauf to Nissanka, no run",good length ball just outside off. Angling in slightly. Punched off the back foot past the bowler's left
12,SL,2,1.6,0,"Haris Rauf to Nissanka, no run","rising delivery just outside off, and he punches it square, but can't beat point. Another winning over for Pakistan"
12,SL,2,2.1,1,"Mohammad Hasnain to Dhananjaya, 1 run","drops a tricky chance! Bowler on his followthrough can't grab it by sticking his left hand out. Short-ish ball just outside off. Rising delivery and he tries to flay it straight past. But the extra bounce makes it hit the top half of the bat, and the ball goes back to Hasnain in a slow-mo manner. He can't grab it"
12,SL,2,2.2,1,"Mohammad Hasnain to Nissanka, 1 run",worked off his hips to the leg side where Asif dives to ensure it is just a single
12,SL,2,2.3,0,"Mohammad Hasnain to Dhananjaya, no run","marginally fuller. Just outside off. Tries to play a drive, but the ball jags away off the deck. Past the outside edge."
12,SL,2,2.4,0,"Mohammad Hasnain to Dhananjaya, no run",good length ball just outside off stump. Fended away from his body off the back foot. Extra bounce once more
12,SL,2,2.5,1,"Mohammad Hasnain to Dhananjaya, 1 run",fullish just outside off stump. Pushed towards cover while staying on the back foot
12,SL,2,2.6,1,"Mohammad Hasnain to Nissanka, 1 run","no boundaries yet in three overs as Hasnain produces another tidy over. Yorker that was nearly perfect, bowled at 147kph, aimed at the base of middle, but Nissanka is up to task. Dug away to the leg side"
12,SL,2,3.1,4,"Hasan Ali to Nissanka, FOUR runs","over the slip cordon! Not convincing, but four important runs while going at a small target. Full and slightly wide outside off. Swinging away. Throws his bat at this for the drive, and gets the edge that takes it over the slips"
12,SL,2,3.2,1lb,"Hasan Ali to Nissanka, 1 leg bye","full ball on leg. Tries the flick. Hits his pad, rolls away to square leg"
